00003 - A OBI BURG : AOBIBURG: KEY - VEK: RING - FWT
00003 - AD NOI ROW : ADNOIROW: KEY - VBH: RING - FWT
00003 - AFER F RGY : AFERFRGY: KEY - VJK: RING - FWT
00003 - AGN PIA OE : AGNPIAOE: KEY - VQW: RING - FWT
00003 - ARNA IU OO : ARNAIUOO: KEY - VBW: RING - FWT
00003 - B RPG REMO : BRPGREMO: KEY - VVU: RING - FWT
00003 - BAM LMC CJ : BAMLMCCJ: KEY - VQO: RING - FWT
00003 - BCH WEG LH : BCHWEGLH: KEY - VXG: RING - FWT
00003 - CBK CUK PK : CBKCUKPK: KEY - VPA: RING - FWT
00003 - CFF CN AYY : CFFCNAYY: KEY - VBM: RING - FWT
00003 - CHIC JTF A : CHICJTFA: KEY - VTV: RING - FWT
00003 - CHIC TS FA : CHICTSFA: KEY - VWT: RING - FWT
00003 - DE AIX EUM : DEAIXEUM: KEY - VFH: RING - FWT
00003 - DFR OZ SHY : DFROZSHY: KEY - VGB: RING - FWT
00003 - DKA KEG UP : DKAKEGUP: KEY - VPI: RING - FWT
00003 - EI YES BAZ : EIYESBAZ: KEY - VAF: RING - FWT
00003 - EWP ATB MB : EWPATBMB: KEY - VCB: RING - FWT
00003 - GEO DL JEM : GEODLJEM: KEY - VXW: RING - FWT
00003 - GF OEM PEY : GFOEMPEY: KEY - VME: RING - FWT
00003 - GG ONY BEE : GGONYBEE: KEY - VLG: RING - FWT
00003 - GMO ELX ET : GMOELXET: KEY - VPO: RING - FWT
00003 - GPO SC REX : GPOSCREX: KEY - VHO: RING - FWT
00003 - GT ORL WEC : GTORLWEC: KEY - VOG: RING - FWT
00003 - HL NTI POI : HLNTIPOI: KEY - VEE: RING - FWT
00003 - HL PP HEMI : HLPPHEMI: KEY - VUL: RING - FWT
00003 - HLE TNT GI : HLETNTGI: KEY - VZA: RING - FWT
00003 - I HIT CEFA : IHITCEFA: KEY - VUO: RING - FWT
00003 - IDA VRE UW : IDAVREUW: KEY - VTM: RING - FWT
00003 - IHI HC PFA : IHIHCPFA: KEY - VDM: RING - FWT
00003 - IM WOOF QT : IMWOOFQT: KEY - VET: RING - FWT
00003 - IW SEO RWB : IWSEORWB: KEY - VLU: RING - FWT
00003 - IZ NYI VOL : IZNYIVOL: KEY - VMV: RING - FWT
00003 - JMA PT MUT : JMAPTMUT: KEY - VJB: RING - FWT
00003 - JO USS MIG : JOUSSMIG: KEY - VAI: RING - FWT
00003 - JS PVV TMV : JSPVVTMV: KEY - VYU: RING - FWT
00003 - KAZ OTL TJ : KAZOTLTJ: KEY - VUD: RING - FWT
00003 - KR ELF MGO : KRELFMGO: KEY - VUB: RING - FWT
00003 - L NCG JESS : LNCGJESS: KEY - VJP: RING - FWT
00003 - LAK QXE PJ : LAKQXEPJ: KEY - VFW: RING - FWT
00003 - LC SAVA WH : LCSAVAWH: KEY - VUY: RING - FWT
00003 - LEG NUR KM : LEGNURKM: KEY - VAN: RING - FWT
00003 - LIXO YI BZ : LIXOYIBZ: KEY - VGD: RING - FWT
00003 - LM LVR PDT : LMLVRPDT: KEY - VAK: RING - FWT
00003 - LYS IH FWD : LYSIHFWD: KEY - VXI: RING - FWT
00003 - LZ BSL TRL : LZBSLTRL: KEY - VNR: RING - FWT
00003 - MJ ZHA LTR : MJZHALTR: KEY - VFR: RING - FWT
00003 - MR NDI JOO : MRNDIJOO: KEY - VHK: RING - FWT
00003 - MZ ZSL LTL : MZZSLLTL: KEY - VPH: RING - FWT
00003 - N HIKE GFA : NHIKEGFA: KEY - VVH: RING - FWT
00003 - NAVY NC VJ : NAVYNCVJ: KEY - VEF: RING - FWT
00003 - NE KET RPM : NEKETRPM: KEY - VLF: RING - FWT
00003 - NEY KM RAM : NEYKMRAM: KEY - VFM: RING - FWT
00003 - NXC IRE SQ : NXCIRESQ: KEY - VYL: RING - FWT
00003 - P JYV AVAR : PJYVAVAR: KEY - VZG: RING - FWT
00003 - PIX NL DBZ : PIXNLDBZ: KEY - VJT: RING - FWT
00003 - PJ XN ABBR : PJXNABBR: KEY - VGF: RING - FWT
00003 - PK YOE GAP : PKYOEGAP: KEY - VLI: RING - FWT
00003 - Q JENA AGR : QJENAAGR: KEY - VBY: RING - FWT
00003 - R EVEN DVM : REVENDVM: KEY - VQD: RING - FWT
00003 - RB DRC SJK : RBDRCSJK: KEY - VHH: RING - FWT
00003 - RFB TB FRY : RFBTBFRY: KEY - VGN: RING - FWT
00003 - SFB KC TRY : SFBKCTRY: KEY - VNU: RING - FWT
00003 - SZ USF DIL : SZUSFDIL: KEY - VIK: RING - FWT
00003 - TN BIT ARS : TNBITARS: KEY - VCL: RING - FWT
00003 - UK WICK QP : UKWICKQP: KEY - VNV: RING - FWT
00003 - USH WGC LV : USHWGCLV: KEY - VOS: RING - FWT
00003 - VEL ZD ADM : VELZDADM: KEY - VMG: RING - FWT
00003 - VES LDV WM : VESLDVWM: KEY - VKG: RING - FWT
00003 - VO VVD BVG : VOVVDBVG: KEY - VHF: RING - FWT
00003 - WPA AHU UX : WPAAHUUX: KEY - VVZ: RING - FWT
00003 - XY SYM RWD : XYSYMRWD: KEY - VTX: RING - FWT
00004 - A ETA OY NM : AETAOYNM: KEY - VEW: RING - FWT
00004 - A IY FLY AZ : AIYFLYAZ: KEY - VEH: RING - FWT
00004 - A KAD XJ UP : AKADXJUP: KEY - VUA: RING - FWT
00004 - A KJ TNA XP : AKJTNAXP: KEY - VTP: RING - FWT
00004 - A VU MS BIU : AVUMSBIU: KEY - VKM: RING - FWT
00004 - A WWF QH QB : AWWFQHQB: KEY - VPK: RING - FWT
00004 - ABV R MTV K : ABVRMTVK: KEY - VRQ: RING - FWT
00004 - ADU QO HI W : ADUQOHIW: KEY - VZU: RING - FWT
00004 - AFD X MY JY : AFDXMYJY: KEY - VLS: RING - FWT
00004 - AHI X ZB FA : AHIXZBFA: KEY - VVO: RING - FWT
00004 - AIX ZN C BZ : AIXZNCBZ: KEY - VOP: RING - FWT
00004 - AO YB W RAG : AOYBWRAG: KEY - VZJ: RING - FWT
00004 - AP MBW X CX : APMBWXCX: KEY - VCZ: RING - FWT
00004 - ART PR X NO : ARTPRXNO: KEY - VRG: RING - FWT
00004 - AS UT BB IV : ASUTBBIV: KEY - VZF: RING - FWT
00004 - AS ZX VLT V : ASZXVLTV: KEY - VTD: RING - FWT
00004 - AT EP XV GC : ATEPXVGC: KEY - VQY: RING - FWT
00004 - AT UV HH IC : ATUVHHIC: KEY - VCJ: RING - FWT
00004 - AT ZSH LT C : ATZSHLTC: KEY - VSI: RING - FWT
00004 - AV KM Z MPU : AVKMZMPU: KEY - VTU: RING - FWT
00004 - AW KOK S PB : AWKOKSPB: KEY - VOX: RING - FWT
00004 - AZ DH KAJ L : AZDHKAJL: KEY - VDF: RING - FWT
00004 - AZ XEN X BL : AZXENXBL: KEY - VYG: RING - FWT
00004 - AZY A OZ AL : AZYAOZAL: KEY - VJN: RING - FWT
00004 - B HIO QXF A : BHIOQXFA: KEY - VIM: RING - FWT
00004 - B HIS RY FA : BHISRYFA: KEY - VDI: RING - FWT
00004 - B PAD CJ UX : BPADCJUX: KEY - VJX: RING - FWT
00004 - B PTA QX NX : BPTAQXNX: KEY - VWC: RING - FWT
00004 - B SK ALF PV : BSKALFPV: KEY - VHJ: RING - FWT
00004 - B ZZ IT LTL : BZZITLTL: KEY - VUR: RING - FWT
00004 - BC XV SFB H : BCXVSFBH: KEY - VRU: RING - FWT
00004 - BJ SZ AZ WR : BJSZAZWR: KEY - VQL: RING - FWT
00004 - BN KB WS PS : BNKBWSPS: KEY - VMM: RING - FWT
00004 - BN NEI A OS : BNNEIAOS: KEY - VWM: RING - FWT
00004 - BND N QE JS : BNDNQEJS: KEY - VXK: RING - FWT
00004 - BO SIR MW G : BOSIRMWG: KEY - VPX: RING - FWT
00004 - BO VS NX VG : BOVSNXVG: KEY - VVK: RING - FWT
00004 - BR SDK J WO : BRSDKJWO: KEY - VVR: RING - FWT
00004 - BSA B WY UV : BSABWYUV: KEY - VAQ: RING - FWT
00004 - BX MB WDC Q : BXMBWDCQ: KEY - VHM: RING - FWT
00004 - BZ F ZB TYL : BZFZBTYL: KEY - VSF: RING - FWT
00004 - C CRC LB HH : CCRCLBHH: KEY - VND: RING - FWT
00004 - C KV CTE VP : CKVCTEVP: KEY - VFK: RING - FWT
00004 - C QX COO BF : CQXCOOBF: KEY - VDE: RING - FWT
00004 - C RLC KY DO : CRLCKYDO: KEY - VZO: RING - FWT
00004 - C WEC CZ GB : CWECCZGB: KEY - VPF: RING - FWT
00004 - C YY CRIA D : CYYCRIAD: KEY - VQT: RING - FWT
00004 - CA UCK TI J : CAUCKTIJ: KEY - VYR: RING - FWT
00004 - CAM CR VC J : CAMCRVCJ: KEY - VPZ: RING - FWT
00004 - CB GC OZ KK : CBGCOZKK: KEY - VLR: RING - FWT
00004 - CCD CLC J H : CCDCLCJH: KEY - VEA: RING - FWT
00004 - CCG C QC KH : CCGCQCKH: KEY - VWX: RING - FWT
00004 - CE J CSX XM : CEJCSXXM: KEY - VTS: RING - FWT
00004 - CE KC HM PM : CEKCHMPM: KEY - VPC: RING - FWT
00004 - CK KC ZIP P : CKKCZIPP: KEY - VEB: RING - FWT
00004 - CN UC XI IS : CNUCXIIS: KEY - VXR: RING - FWT
00004 - CR BC NV RO : CRBCNVRO: KEY - VMS: RING - FWT
00004 - CSX CSS B V : CSXCSSBV: KEY - VLE: RING - FWT
00004 - CW LC SYD B : CWLCSYDB: KEY - VAS: RING - FWT
00004 - CX NCI HO Q : CXNCIHOQ: KEY - VVQ: RING - FWT
00004 - CY TCU X ND : CYTCUXND: KEY - VWA: RING - FWT
00004 - D CSX SP WH : DCSXSPWH: KEY - VEQ: RING - FWT
00004 - D GFA OI YE : DGFAOIYE: KEY - VNA: RING - FWT
00004 - D GYI R BAE : DGYIRBAE: KEY - VDZ: RING - FWT
00004 - D HIL SH FA : DHILSHFA: KEY - VRD: RING - FWT
00004 - D KAZ RT UP : DKAZRTUP: KEY - VUC: RING - FWT
00004 - D KB FF BRP : DKBFFBRP: KEY - VGL: RING - FWT
00004 - DC PN EG MH : DCPNEGMH: KEY - VQK: RING - FWT
00004 - DE AQ N DUM : DEAQNDUM: KEY - VCS: RING - FWT
